wav_file	duration_s	transcript
22_Autoreifen_idea01.wav	4.898662131519274	 Kann man als Ohrring verwenden?
22_Badewanne_idea02.wav	6.149047619047619	 um getrocknete Pflanzen wieder nass zu machen.
22_Bananenschale_idea03.wav	4.154761904761905	 Kann man gut als Briefbeschwerer verwenden.
