onset	duration	trial_type	stimulus	rating	wav_file
1.4066696166992188e-05	12.491878747940063	AUT_item	Mülleimer	None	14_M_lleimer_idea01.wav
12.491908073425293	14.021256923675537	AUT_item	Krawatte	None	14_Krawatte_idea02.wav
26.513179779052734	15.119285106658936	AUT_item	Spiegel	None	14_Spiegel_idea03.wav
