onset	duration	trial_type	stimulus	rating	wav_file
4.76837158203125e-06	16.032677173614502	AUT_item	Gabel	None	13_Gabel_idea01.wav
16.032695770263672	15.460511207580566	AUT_item	Gürtel	3	13_G_rtel_idea02.wav
31.49321985244751	12.756198167800903	AUT_item	Locher	4	13_Locher_idea03.wav
