onset	duration	trial_type	response_time	rating	wav_file
11.738564252853394	10.06725811958313	AUTitem	None	None	sub-run2_Autoreifen_idea01.wav
32.35394835472107	8.021868705749512	AUTitem	None	None	sub-run2_Badewanne_idea02.wav
51.19536828994751	8.299169778823853	AUTitem	None	None	sub-run2_Bananenschale_idea03.wav
69.96282720565796	8.255229949951172	AUTitem	None	None	sub-run2_Blumenvase_idea04.wav
