wav_file	duration_s	transcript
sub-run2_Autoreifen_idea01.wav	4.946145124716553	 Damit kann man einen schönen Bilderrahmen machen.
sub-run2_Badewanne_idea02.wav	4.7482993197278915	 Eignet sich gut für Pflanzen im Winter.
sub-run2_Bananenschale_idea03.wav	4.597936507936508	 Gut geeignet, um den Nachbarn zu ärgern.
sub-run2_Blumenvase_idea04.wav	4.66124716553288	 runterwerfen und zusammenkäben
